5	0.7421	all	real
5	1.3920	internal	real
5	1.0345	all	real
5	0.8213	internal	real
5	0.6104	all	real
5	1.3244	internal	real
5	0.9842	all	real
5	0.8838	internal	real
5	0.6568	all	real
5	0.9628	internal	real
5	0.7155	all	real
5	0.8380	internal	real
5	0.6228	all	real
5	0.7768	internal	real
5	0.5773	all	real
5	2.6872	internal	real
5	1.9970	all	real
5	2.5320	internal	real
5	1.8817	all	real
5	2.4295	internal	real
5	1.8055	all	real
5	1.1461	internal	real
5	0.8518	all	real
5	7.8480	internal	real
5	5.8324	all	real
5	2.3314	internal	real
5	1.7326	all	real
5	3.8889	internal	real
5	2.8901	all	real
5	1.1020	internal	real
5	0.8190	all	real
5	1.1675	internal	real
5	0.8677	all	real
5	1.8924	internal	real
5	1.4064	all	real
5	3.9957	internal	real
5	2.9695	all	real
5	0.6782	internal	real
5	0.5040	all	real
5	1.3256	internal	real
5	0.9852	all	real
5	1.3202	internal	real
5	0.9811	all	real
5	0.9106	internal	real
5	0.6768	all	real
5	1.0077	internal	real
5	0.7489	all	real
