18090326013	18023703284	.0524	.0707		10
39667074143	39563868647	.0536	.0665		10
48697369868	48388041666	.0768	.0828		10
32063143904	32057950735	.0605	.065		10
16582645657	16580621968	.0591	.0672		10
7334170385	7328498248	.0298	.0497		10
47949529442	47816031041	.0755	.0816		10
21131668475	21101049737	.0481	.0557		10
20491867678	20487068045	.0558	.0711		10
17892653335	17884294470	.0449	.0607		10
17956626950	17950890055	.0686	.0792		10
12940901284	12929897707	.035	.0437		10
6000681056	5988012412	.0813	.1095		10
22737964379	22723524077	.0576	.0551		10
21589988900	21562807062	.0781	.0907		10
19679518958	19665054115	.0537	.0614		10
12489553040	12502196437	.0997	.0855		10
35701709022	35628906806	.0724	.0899		10
16544556671	16540760417	.0541	.0568		10
18075965494	18064577509	.0481	.0695		10
35935698652	35929993535	.0499	.0607		10
11207453352	11207453352	.0802	.0802		10
24347589771	24108548377	.0855	.0855		10
52414033504	52382782283	.0634	.0673		10
