id	observed	expected
G001626655	p__	p__FCB_group
G000757425	p__	p__Proteobacteria
G000305935	p__	p__Terrabacteria_group
G000277125	p__	p__Terrabacteria_group
G000156215	p__	p__Terrabacteria_group
G001543175	p__	p__Terrabacteria_group
G001758225	p__	p__Terrabacteria_group
G001578075	p__	p__Terrabacteria_group
G000286315	p__	p__Terrabacteria_group
G000242835	p__	p__Proteobacteria
G000423505	p__	p__Terrabacteria_group
G000009825	p__	p__Terrabacteria_group
G001311195	p__	p__Terrabacteria_group
G001591585	p__	p__Terrabacteria_group
G900120365	p__	p__Terrabacteria_group
G000235645	p__	p__Terrabacteria_group
G000949635	p__	p__PVC_group
G001418795	p__	p__Proteobacteria
G000014385	p__	p__Terrabacteria_group
G000814865	p__	p__Terrabacteria_group
G000191545	p__	p__Terrabacteria_group
G001428405	p__	p__Proteobacteria
G000332155	p__	p__Terrabacteria_group
G000024605	p__	p__Terrabacteria_group
G000953735	p__	p__Proteobacteria
G000284515	p__	p__Terrabacteria_group
G001797895	p__	p__Proteobacteria
G000565325	p__	p__Proteobacteria
G000433115	p__	p__Terrabacteria_group
G001306145	p__	p__Terrabacteria_group
G900107405	p__	p__Terrabacteria_group
G001297765	p__	p__Proteobacteria
G000402355	p__	p__DPANN_group
G001642655	p__	p__Terrabacteria_group
G001797665	p__	p__Proteobacteria
G000204235	p__	p__Terrabacteria_group
G000520555	p__	p__Terrabacteria_group
G000383295	p__	p__Terrabacteria_group
G001805575	p__	p__PVC_group
G000312565	p__	p__Proteobacteria
G000763315	p__	p__Terrabacteria_group
G001796605	p__	p__Terrabacteria_group
G000179715	p__	p__Terrabacteria_group
G900101335	p__	p__Terrabacteria_group
G000420625	p__	p__Proteobacteria
G001182895	p__	p__Proteobacteria
G000170715	p__	p__Proteobacteria
G000468475	p__	p__Terrabacteria_group
G001317355	p__	p__Terrabacteria_group
G000441555	p__	p__Proteobacteria
G001805605	p__	p__PVC_group
G000820125	p__	p__Proteobacteria
G000010285	p__	p__Terrabacteria_group
G000422325	p__	p__Proteobacteria
G001705625	p__	p__Proteobacteria
G900065905	p__	p__Proteobacteria
G001767865	p__	p__Proteobacteria
G000721075	p__	p__Terrabacteria_group
G000437435	p__	p__Terrabacteria_group
G000981765	p__	p__Proteobacteria
G900100685	p__	p__Terrabacteria_group
G000482745	p__	p__Proteobacteria
G000379345	p__	p__Proteobacteria
G001189965	p__	p__Proteobacteria
G001512485	p__	p__Terrabacteria_group
G000426605	p__	p__Terrabacteria_group
G000980655	p__	p__Proteobacteria
G001039265	p__	p__Terrabacteria_group
G000092905	p__	p__Terrabacteria_group
G001795155	p__	p__Terrabacteria_group
G900104615	p__	p__Terrabacteria_group
G001770125	p__	p__Proteobacteria
G000017645	p__	p__Proteobacteria
G001932755	p__	p__Proteobacteria
G000752395	p__	p__Terrabacteria_group
G000252785	p__	p__Terrabacteria_group
G000382165	p__	p__Proteobacteria
G001720395	p__	p__Proteobacteria
G001418205	p__	p__Proteobacteria
G001303045	p__	p__Proteobacteria
G001182745	p__	p__Terrabacteria_group
G000010405	p__	p__sulfur-oxidizing_symbionts
G001796915	p__	p__Terrabacteria_group
G000022965	p__	p__Terrabacteria_group
G000022325	p__	p__Terrabacteria_group
G001434815	p__	p__Terrabacteria_group
G001778275	p__	p__Parcubacteria_group
G000332315	p__	p__Terrabacteria_group
G001428565	p__	p__Terrabacteria_group
G000175855	p__	p__Terrabacteria_group
G001304075	p__	p__Candidatus_Sumerlaeota
G000311745	p__	p__Terrabacteria_group
G000744895	p__	p__Proteobacteria
G000312725	p__	p__Terrabacteria_group
G001824485	p__	p__PVC_group
G000214335	p__	p__Proteobacteria
G000526855	p__	p__Terrabacteria_group
G001314225	p__	p__Terrabacteria_group
G000379985	p__	p__Terrabacteria_group
G001437235	p__	p__Terrabacteria_group
G001574495	p__	p__Proteobacteria
G001788835	p__	p__Candidatus_Peregrinibacteria
G000420825	p__	p__Terrabacteria_group
G001297905	p__	p__Terrabacteria_group
G000431135	p__	p__Terrabacteria_group
G001192795	p__	p__Terrabacteria_group
G000177015	p__	p__Terrabacteria_group
G000383375	p__	p__Proteobacteria
G000152745	p__	p__Proteobacteria
G001508595	p__	p__Terrabacteria_group
G001311785	p__	p__Terrabacteria_group
G000964795	p__	p__Proteobacteria
G000423445	p__	p__Terrabacteria_group
G000828125	p__	p__Proteobacteria
G001782975	p__	p__Parcubacteria_group
G001775365	p__	p__FCB_group
G002015085	p__	p__Proteobacteria
G001457795	p__	p__Terrabacteria_group
G000008025	p__	p__Proteobacteria
G000253115	p__	p__Proteobacteria
G000194985	p__	p__Terrabacteria_group
G001768645	p__	p__Terrabacteria_group
G001463995	p__	p__Terrabacteria_group
G000948185	p__	p__Terrabacteria_group
G000203895	p__	p__Proteobacteria
G001587505	p__	p__Terrabacteria_group
G001509075	p__	p__Terrabacteria_group
G000007525	p__	p__Terrabacteria_group
G001513245	p__	p__Terrabacteria_group
G001235865	p__	p__Proteobacteria
G000435155	p__	p__Terrabacteria_group
G000327285	p__	p__Terrabacteria_group
G000371825	p__	p__Proteobacteria
G001918255	p__	p__Terrabacteria_group
G000384415	p__	p__Proteobacteria
G001516895	p__	p__Terrabacteria_group
G000970345	p__	p__Proteobacteria
G001294455	p__	p__Proteobacteria
G001941785	p__	p__Terrabacteria_group
G000686125	p__	p__Terrabacteria_group
G000484595	p__	p__Terrabacteria_group
G000403475	p__	p__Terrabacteria_group
G001449105	p__	p__Proteobacteria
G001652405	p__	p__Proteobacteria
G000432475	p__	p__Terrabacteria_group
G000193435	p__	p__Terrabacteria_group
G000223375	p__	p__Proteobacteria
G000196115	p__	p__PVC_group
G000423345	p__	p__Proteobacteria
G001513365	p__	p__Terrabacteria_group
G001797045	p__	p__Terrabacteria_group
G001202035	p__	p__Proteobacteria
G000981725	p__	p__Proteobacteria
G000522465	p__	p__Proteobacteria
G001790825	p__	p__Parcubacteria_group
G000997135	p__	p__Parcubacteria_group
G000969705	p__	p__Terrabacteria_group
G000469665	p__	p__Proteobacteria
G001303625	p__	p__Terrabacteria_group
G000423385	p__	p__Terrabacteria_group
G001800865	p__	p__Terrabacteria_group
G001040845	p__	p__Terrabacteria_group
G001303565	p__	p__Terrabacteria_group
G000153205	p__	p__Proteobacteria
G001784275	p__	p__Parcubacteria_group
G000308695	p__	p__Terrabacteria_group
G000308795	p__	p__Terrabacteria_group
G000383795	p__	p__Terrabacteria_group
G001417815	p__	p__Terrabacteria_group
G001791005	p__	p__Parcubacteria_group
G000949255	p__	p__Terrabacteria_group
G001796595	p__	p__Terrabacteria_group
G001437825	p__	p__Terrabacteria_group
G001795165	p__	p__Terrabacteria_group
G000732535	p__	p__Proteobacteria
G000173895	p__	p__Proteobacteria
G001305115	p__	p__Terrabacteria_group
G000427865	p__	p__Terrabacteria_group
G001486665	p__	p__Terrabacteria_group
G001997265	p__	p__Proteobacteria
G000964605	p__	p__Proteobacteria
G000812665	p__	p__Proteobacteria
G001039615	p__	p__Terrabacteria_group
G000010585	p__	p__Terrabacteria_group
G000999445	p__	p__Candidatus_Peregrinibacteria
G001427875	p__	p__Proteobacteria
G000175575	p__	p__Proteobacteria
G000437395	p__	p__Terrabacteria_group
G001705305	p__	p__Terrabacteria_group
G000432215	p__	p__Terrabacteria_group
G000160115	p__	p__Terrabacteria_group
G000613845	p__	p__Proteobacteria
G000763135	p__	p__Proteobacteria
G900156245	p__	p__Terrabacteria_group
G001427525	p__	p__Terrabacteria_group
G900102215	p__	p__Terrabacteria_group
G000709935	p__	p__Terrabacteria_group
G000758825	p__	p__Terrabacteria_group
G000341205	p__	p__Terrabacteria_group
G001004575	p__	p__Parcubacteria_group
G000815225	p__	p__Proteobacteria
G001269985	p__	p__Proteobacteria
G001007625	p__	p__Terrabacteria_group
G000184535	p__	p__Terrabacteria_group
G900106855	p__	p__Terrabacteria_group
G001603035	p__	p__Terrabacteria_group
G001437855	p__	p__Terrabacteria_group
G000397205	p__	p__Proteobacteria
G000384535	p__	p__Terrabacteria_group
G000063505	p__	p__Terrabacteria_group
G900086555	p__	p__Proteobacteria
G001932595	p__	p__Proteobacteria
G001401775	p__	p__Proteobacteria
G000689395	p__	p__Proteobacteria
G001424685	p__	p__Proteobacteria
G900142995	p__	p__Terrabacteria_group
G000424965	p__	p__Terrabacteria_group
G001440545	p__	p__Terrabacteria_group
G000379125	p__	p__Proteobacteria
G000164395	p__	p__Proteobacteria
G000724755	p__	p__Proteobacteria
G000744875	p__	p__Proteobacteria
G000312105	p__	p__Terrabacteria_group
G000296715	p__	p__Terrabacteria_group
G000247895	p__	p__Proteobacteria
G001038625	p__	p__Terrabacteria_group
G000178475	p__	p__Terrabacteria_group
G001791295	p__	p__Parcubacteria_group
G000739795	p__	p__Proteobacteria
G001705565	p__	p__Proteobacteria
G000264335	p__	p__Proteobacteria
G001078275	p__	p__Proteobacteria
G000196515	p__	p__Terrabacteria_group
G000421145	p__	p__Terrabacteria_group
G000309585	p__	p__Terrabacteria_group
G000431535	p__	p__Terrabacteria_group
G900108055	p__	p__Terrabacteria_group
G002010535	p__	p__Terrabacteria_group
G900102515	p__	p__Terrabacteria_group
G000286635	p__	p__Terrabacteria_group
G000377005	p__	p__Terrabacteria_group
G001719165	p__	p__Proteobacteria
G000966835	p__	p__Terrabacteria_group
G000468755	p__	p__Terrabacteria_group
G000711195	p__	p__Proteobacteria
G000429605	p__	p__Proteobacteria
G000799285	p__	p__Terrabacteria_group
G000419445	p__	p__Terrabacteria_group
G001791565	p__	p__Parcubacteria_group
G001605965	p__	p__Proteobacteria
G000012245	p__	p__Proteobacteria
G001796445	p__	p__Terrabacteria_group
G000756225	p__	p__Proteobacteria
G000317855	p__	p__Terrabacteria_group
G000309385	p__	p__Terrabacteria_group
G000661895	p__	p__Terrabacteria_group
G000768675	p__	p__Terrabacteria_group
G001512995	p__	p__Terrabacteria_group
G900102905	p__	p__Proteobacteria
G000701585	p__	p__Proteobacteria
G900116265	p__	p__Proteobacteria
G000744255	p__	p__Terrabacteria_group
G001050275	p__	p__Terrabacteria_group
G001791725	p__	p__Parcubacteria_group
G000299355	p__	p__Terrabacteria_group
G900116875	p__	p__Terrabacteria_group
G000433215	p__	p__Terrabacteria_group
G000340885	p__	p__Terrabacteria_group
G000400795	p__	p__Proteobacteria
G000023705	p__	p__Proteobacteria
G001673105	p__	p__Terrabacteria_group
G000214825	p__	p__Proteobacteria
G900129375	p__	p__Terrabacteria_group
G001508855	p__	p__Terrabacteria_group
G001975165	p__	p__Terrabacteria_group
G000802235	p__	p__Terrabacteria_group
G000163875	p__	p__Terrabacteria_group
G000160695	p__	p__Terrabacteria_group
G000202835	p__	p__Proteobacteria
G001805845	p__	p__PVC_group
G000245055	p__	p__Proteobacteria
G000069965	p__	p__Proteobacteria
G000739995	p__	p__Proteobacteria
G001791475	p__	p__Parcubacteria_group
G000430785	p__	p__Terrabacteria_group
G900119345	p__	p__Terrabacteria_group
G000336555	p__	p__Proteobacteria
G001312345	p__	p__Proteobacteria
G000018105	p__	p__Terrabacteria_group
G000315095	p__	p__PVC_group
G000272475	p__	p__Proteobacteria
G000009345	p__	p__Proteobacteria
G900111605	p__	p__Proteobacteria
G001884825	p__	p__Terrabacteria_group
G000472285	p__	p__Proteobacteria
G001462235	p__	p__FCB_group
G000934435	p__	p__Terrabacteria_group
G000007985	p__	p__Proteobacteria
G001242845	p__	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts
G000341005	p__	p__Terrabacteria_group
G001705425	p__	p__Proteobacteria
G900156525	p__	p__Proteobacteria
G000759475	p__	p__Proteobacteria
G000317975	p__	p__Terrabacteria_group
G000010425	p__	p__Terrabacteria_group
G900111575	p__	p__Terrabacteria_group
G000750005	p__	p__Terrabacteria_group
G000739895	p__	p__Proteobacteria
G001431505	p__	p__Proteobacteria
G000225005	p__	p__Proteobacteria
G001932175	p__	p__Proteobacteria
G000425225	p__	p__Terrabacteria_group
G001047095	p__	p__Terrabacteria_group
G001783635	p__	p__Parcubacteria_group
G001065675	p__	p__Proteobacteria
G000423205	p__	p__Terrabacteria_group
G001025035	p__	p__Terrabacteria_group
G000303025	p__	p__Proteobacteria
G000260635	p__	p__Terrabacteria_group
G000022025	p__	p__Terrabacteria_group
G001373415	p__	p__Terrabacteria_group
G000521805	p__	p__Proteobacteria
G000371925	p__	p__Proteobacteria
G000374565	p__	p__Terrabacteria_group
G001922955	p__	p__Proteobacteria
G000012985	p__	p__Proteobacteria
G900116485	p__	p__Terrabacteria_group
G000687735	p__	p__Terrabacteria_group
G000741285	p__	p__Terrabacteria_group
G000711715	p__	p__Proteobacteria
G000364225	p__	p__Terrabacteria_group
G001791375	p__	p__Parcubacteria_group
G900130015	p__	p__Proteobacteria
G001617355	p__	p__Proteobacteria
G000328765	p__	p__Terrabacteria_group
G000188155	p__	p__Proteobacteria
G000348905	p__	p__Terrabacteria_group
G001898035	p__	p__Terrabacteria_group
G900113085	p__	p__Proteobacteria
G000756795	p__	p__Proteobacteria
G000172375	p__	p__Proteobacteria
G000435615	p__	p__Terrabacteria_group
G000425105	p__	p__Terrabacteria_group
G000024805	p__	p__Proteobacteria
G000420465	p__	p__Proteobacteria
G000518665	p__	p__Proteobacteria
G000011945	p__	p__Proteobacteria
G001875425	p__	p__Diaforarchaea_group
G000017045	p__	p__Terrabacteria_group
G000520775	p__	p__Terrabacteria_group
G000682775	p__	p__Proteobacteria
G900112405	p__	p__Terrabacteria_group
G000940805	p__	p__Proteobacteria
G900155555	p__	p__Terrabacteria_group
G000179235	p__	p__Terrabacteria_group
G001653315	p__	p__Terrabacteria_group
G000427425	p__	p__Terrabacteria_group
G000023925	p__	p__Terrabacteria_group
G000689255	p__	p__Terrabacteria_group
G000186885	p__	p__Proteobacteria
G000519205	p__	p__Terrabacteria_group
G001574935	p__	p__Proteobacteria
G000252705	p__	p__Terrabacteria_group
G000157975	p__	p__Terrabacteria_group
G001806105	p__	p__Terrabacteria_group
G001426965	p__	p__Proteobacteria
G002007295	p__	p__Terrabacteria_group
G000744785	p__	p__Terrabacteria_group
G000176895	p__	p__Terrabacteria_group
G000767465	p__	p__Proteobacteria
G000759065	p__	p__Proteobacteria
G002005465	p__	p__Proteobacteria
G001592735	p__	p__Proteobacteria
G000725405	p__	p__Terrabacteria_group
G000715205	p__	p__Terrabacteria_group
G900111055	p__	p__Proteobacteria
G000167355	p__	p__Proteobacteria
G000964565	p__	p__Proteobacteria
G001438495	p__	p__SAR86_cluster
G000225525	p__	p__Terrabacteria_group
G000800475	p__	p__Terrabacteria_group
G001279695	p__	p__Terrabacteria_group
G001437435	p__	p__Terrabacteria_group
G001311645	p__	p__Terrabacteria_group
G000298195	p__	p__Terrabacteria_group
G001784435	p__	p__Parcubacteria_group
G001422205	p__	p__Terrabacteria_group
G000259275	p__	p__Proteobacteria
G000829315	p__	p__Proteobacteria
G000219045	p__	p__Proteobacteria
G000156275	p__	p__Terrabacteria_group
G000958505	p__	p__Terrabacteria_group
G000239815	p__	p__Proteobacteria
G000228385	p__	p__Terrabacteria_group
G000299455	p__	p__Proteobacteria
G000063545	p__	p__Proteobacteria
G000349545	p__	p__Terrabacteria_group
G001541125	p__	p__Terrabacteria_group
G000185385	p__	p__Terrabacteria_group
G001278705	p__	p__Terrabacteria_group
G001314555	p__	p__Proteobacteria
G001788795	p__	p__Candidatus_Peregrinibacteria
G000193005	p__	p__Proteobacteria
G000019225	p__	p__Proteobacteria
G001868115	p__	p__Terrabacteria_group
G000173355	p__	p__Terrabacteria_group
G001799195	p__	p__Proteobacteria
G000428905	p__	p__Proteobacteria
G000308755	p__	p__Terrabacteria_group
G000526735	p__	p__Terrabacteria_group
G001806075	p__	p__PVC_group
G000688115	p__	p__Proteobacteria
G000284075	p__	p__Proteobacteria
G001469005	p__	p__SAR324_cluster
G001981705	p__	p__Terrabacteria_group
G000686605	p__	p__Terrabacteria_group
G001628455	p__	p__Diaforarchaea_group
G000615905	p__	p__Terrabacteria_group
G000970795	p__	p__Terrabacteria_group
G001436555	p__	p__Terrabacteria_group
G900064345	p__	p__Proteobacteria
G000469305	p__	p__Terrabacteria_group
G001870015	p__	p__Terrabacteria_group
G000240225	p__	p__Terrabacteria_group
G001437845	p__	p__Terrabacteria_group
G001784255	p__	p__Parcubacteria_group
G000686845	p__	p__Terrabacteria_group
G000046705	p__	p__Proteobacteria
G000377985	p__	p__Terrabacteria_group
G001868425	p__	p__Terrabacteria_group
G000291785	p__	p__Terrabacteria_group
G001782805	p__	p__Parcubacteria_group
G001441615	p__	p__Proteobacteria
G001552455	p__	p__Terrabacteria_group
G000775285	p__	p__Terrabacteria_group
G000020165	p__	p__Terrabacteria_group
G000169335	p__	p__Terrabacteria_group
G000967585	p__	p__Proteobacteria
G000307165	p__	p__Terrabacteria_group
G000434135	p__	p__Proteobacteria
G001431525	p__	p__Proteobacteria
G000347835	p__	p__Terrabacteria_group
G001567105	p__	p__Terrabacteria_group
G000816185	p__	p__Proteobacteria
G001499915	p__	p__Terrabacteria_group
G000475255	p__	p__Proteobacteria
G000689355	p__	p__Proteobacteria
G000710505	p__	p__Terrabacteria_group
G000230695	p__	p__Proteobacteria
G001676765	p__	p__Proteobacteria
G001705755	p__	p__Proteobacteria
G900111595	p__	p__Terrabacteria_group
G001873525	p__	p__Parcubacteria_group
G000324685	p__	p__Proteobacteria
G000433635	p__	p__Terrabacteria_group
G001781935	p__	p__Parcubacteria_group
G000009845	p__	p__Terrabacteria_group
G900115365	p__	p__Terrabacteria_group
G000972575	p__	p__Terrabacteria_group
G001548055	p__	p__Proteobacteria
G000014865	p__	p__Proteobacteria
G001995095	p__	p__Proteobacteria
G900106775	p__	p__Terrabacteria_group
G000166415	p__	p__Terrabacteria_group
G000323585	p__	p__Proteobacteria
G000252165	p__	p__Proteobacteria
G000687975	p__	p__Terrabacteria_group
G000565175	p__	p__Terrabacteria_group
G000423145	p__	p__Terrabacteria_group
G001423185	p__	p__Terrabacteria_group
G000018665	p__	p__Proteobacteria
G001281405	p__	p__Proteobacteria
G000819565	p__	p__Proteobacteria
G000158095	p__	p__Proteobacteria
G001508735	p__	p__Terrabacteria_group
G000419485	p__	p__Proteobacteria
G900061645	p__	p__Proteobacteria
G001975995	p__	p__Terrabacteria_group
G000184705	p__	p__Terrabacteria_group
G000972245	p__	p__Terrabacteria_group
G001548115	p__	p__Terrabacteria_group
G001807285	p__	p__Terrabacteria_group
G900142675	p__	p__Terrabacteria_group
G000526195	p__	p__Proteobacteria
G001770015	p__	p__Proteobacteria
G001078595	p__	p__Proteobacteria
G002007825	p__	p__Terrabacteria_group
G000826685	p__	p__Terrabacteria_group
G000622325	p__	p__Proteobacteria
G000014185	p__	p__Terrabacteria_group
G000378045	p__	p__Proteobacteria
G001598035	p__	p__Terrabacteria_group
G000488215	p__	p__Proteobacteria
G000381985	p__	p__Proteobacteria
G000956535	p__	p__Terrabacteria_group
G000420805	p__	p__Terrabacteria_group
G001512435	p__	p__Terrabacteria_group
G000213255	p__	p__Terrabacteria_group
G001618685	p__	p__Terrabacteria_group
G000213975	p__	p__Terrabacteria_group
G000154565	p__	p__Terrabacteria_group
G000349745	p__	p__Proteobacteria
G001321825	p__	p__Proteobacteria
G000262245	p__	p__Proteobacteria
G000719275	p__	p__Terrabacteria_group
G000420765	p__	p__Proteobacteria
G000224985	p__	p__Terrabacteria_group
G000324005	p__	p__Proteobacteria
G900110045	p__	p__Terrabacteria_group
G000743635	p__	p__Terrabacteria_group
G001313185	p__	p__Terrabacteria_group
G000422625	p__	p__Terrabacteria_group
G000381825	p__	p__Proteobacteria
G000174435	p__	p__Proteobacteria
G000239695	p__	p__Terrabacteria_group
G001678465	p__	p__Proteobacteria
G001693275	p__	p__Terrabacteria_group
G000092865	p__	p__Terrabacteria_group
G000687515	p__	p__Terrabacteria_group
G001632005	p__	p__Terrabacteria_group
G001054195	p__	p__Terrabacteria_group
G000245655	p__	p__Terrabacteria_group
G000725025	p__	p__Terrabacteria_group
G001189955	p__	p__Proteobacteria
G000283615	p__	p__Terrabacteria_group
G000376145	p__	p__Terrabacteria_group
G000740795	p__	p__Proteobacteria
G001436895	p__	p__Terrabacteria_group
G000757865	p__	p__Terrabacteria_group
G000284295	p__	p__Terrabacteria_group
G000285535	p__	p__Terrabacteria_group
G001305575	p__	p__Proteobacteria
G000012145	p__	p__Proteobacteria
G000980895	p__	p__Proteobacteria
G000739085	p__	p__Terrabacteria_group
G000317045	p__	p__Terrabacteria_group
G001652565	p__	p__Proteobacteria
G000336255	p__	p__Proteobacteria
G000368025	p__	p__Proteobacteria
G001643095	p__	p__Proteobacteria
G000195735	p__	p__Proteobacteria
G000420305	p__	p__Proteobacteria
G000154825	p__	p__Terrabacteria_group
G000331575	p__	p__Terrabacteria_group
G001917705	p__	p__Proteobacteria
G000166695	p__	p__Terrabacteria_group
G001042635	p__	p__Terrabacteria_group
G001829715	p__	p__Proteobacteria
G900130065	p__	p__Terrabacteria_group
G000415185	p__	p__Terrabacteria_group
G000219535	p__	p__Terrabacteria_group
G001922025	p__	p__Terrabacteria_group
G000734895	p__	p__Terrabacteria_group
G000298115	p__	p__Terrabacteria_group
G001869735	p__	p__Terrabacteria_group
G001795115	p__	p__Terrabacteria_group
G001818735	p__	p__Parcubacteria_group
G001436415	p__	p__Terrabacteria_group
G001022195	p__	p__Proteobacteria
G000241055	p__	p__Terrabacteria_group
G000274945	p__	p__Proteobacteria
G000437655	p__	p__Terrabacteria_group
G000021825	p__	p__Terrabacteria_group
G000333615	p__	p__Proteobacteria
G000062885	p__	p__Terrabacteria_group
G001989475	p__	p__Proteobacteria
G001274775	p__	p__Terrabacteria_group
G001873795	p__	p__Proteobacteria
G000154065	p__	p__Terrabacteria_group
G001969385	p__	p__Proteobacteria
G001769855	p__	p__Proteobacteria
G000714765	p__	p__Proteobacteria
G000772295	p__	p__Proteobacteria
G000309945	p__	p__Terrabacteria_group
G000949295	p__	p__Terrabacteria_group
G000738785	p__	p__Terrabacteria_group
G001787805	p__	p__Candidatus_Peregrinibacteria
G000518585	p__	p__Proteobacteria
G001247715	p__	p__Proteobacteria
G000420665	p__	p__Proteobacteria
G001817255	p__	p__Parcubacteria_group
G000284235	p__	p__Proteobacteria
G000946815	p__	p__Terrabacteria_group
G001516045	p__	p__Terrabacteria_group
G001751165	p__	p__Proteobacteria
G000765745	p__	p__Proteobacteria
G001513495	p__	p__Terrabacteria_group
G000220985	p__	p__Terrabacteria_group
G001426485	p__	p__Terrabacteria_group
G000348945	p__	p__Terrabacteria_group
G000986785	p__	p__Terrabacteria_group
G001434845	p__	p__Terrabacteria_group
G000706685	p__	p__Terrabacteria_group
G000309315	p__	p__Terrabacteria_group
G001182825	p__	p__Terrabacteria_group
G001420645	p__	p__Terrabacteria_group
G000423325	p__	p__Proteobacteria
G001619695	p__	p__Proteobacteria
G001572725	p__	p__Proteobacteria
G000830005	p__	p__Terrabacteria_group
G000759795	p__	p__Proteobacteria
G000331305	p__	p__Terrabacteria_group
G000826145	p__	p__Terrabacteria_group
G000813345	p__	p__Proteobacteria
G001758345	p__	p__Proteobacteria
G001695855	p__	p__Proteobacteria
G000510425	p__	p__Terrabacteria_group
G001931535	p__	p__Proteobacteria
G000437575	p__	p__Terrabacteria_group
G000522425	p__	p__Nitrospinae/Tectomicrobia_group
G000196355	p__	p__Proteobacteria
G000285595	p__	p__Terrabacteria_group
G000512955	p__	p__Terrabacteria_group
G000715505	p__	p__Proteobacteria
G001278805	p__	p__Terrabacteria_group
G000398925	p__	p__Terrabacteria_group
G000385055	p__	p__Proteobacteria
G001021715	p__	p__Terrabacteria_group
G000600975	p__	p__Proteobacteria
G001055535	p__	p__Terrabacteria_group
G000154705	p__	p__Proteobacteria
G000412185	p__	p__Proteobacteria
G000435775	p__	p__Terrabacteria_group
G001179945	p__	p__Proteobacteria
G000296485	p__	p__Terrabacteria_group
G000022525	p__	p__Proteobacteria
G001265075	p__	p__Terrabacteria_group
G000020725	p__	p__Proteobacteria
G000434395	p__	p__Terrabacteria_group
G001627675	p__	p__SAR324_cluster
G000381085	p__	p__Proteobacteria
G001766895	p__	p__Acidobacteria
G000171775	p__	p__PVC_group
G000620425	p__	p__Proteobacteria
G001436385	p__	p__Terrabacteria_group
G000242955	p__	p__Terrabacteria_group
G000349565	p__	p__Terrabacteria_group
G000224005	p__	p__Proteobacteria
G000504245	p__	p__Terrabacteria_group
G000763095	p__	p__Terrabacteria_group
G000443165	p__	p__Proteobacteria
G000236565	p__	p__Proteobacteria
G000284155	p__	p__Proteobacteria
G001468085	p__	p__Proteobacteria
G000720035	p__	p__Terrabacteria_group
G000438455	p__	p__Terrabacteria_group
G000599945	p__	p__Terrabacteria_group
G000196535	p__	p__Terrabacteria_group
G000244995	p__	p__Proteobacteria
G001434275	p__	p__Terrabacteria_group
G900142505	p__	p__FCB_group
G001277995	p__	p__Terrabacteria_group
G001467505	p__	p__Proteobacteria
G000374485	p__	p__Proteobacteria
G000155205	p__	p__Terrabacteria_group
G000024325	p__	p__Proteobacteria
G000235665	p__	p__Terrabacteria_group
G000340965	p__	p__Terrabacteria_group
G000023145	p__	p__Terrabacteria_group
G000754275	p__	p__Proteobacteria
G000239955	p__	p__Terrabacteria_group
G000686005	p__	p__Proteobacteria
G001005145	p__	p__Terrabacteria_group
G001484935	p__	p__Proteobacteria
G000007265	p__	p__Terrabacteria_group
G001008755	p__	p__Terrabacteria_group
G001434915	p__	p__Terrabacteria_group
G001756615	p__	p__Proteobacteria
G000482245	p__	p__Terrabacteria_group
G000013005	p__	p__Proteobacteria
G000745475	p__	p__Proteobacteria
G001788715	p__	p__Candidatus_Peregrinibacteria
G002011495	p__	p__Terrabacteria_group
G000299115	p__	p__Proteobacteria
G000709775	p__	p__Proteobacteria
G000718015	p__	p__Terrabacteria_group
G000308195	p__	p__Proteobacteria
G001887595	p__	p__Proteobacteria
G000615445	p__	p__Terrabacteria_group
G000166135	p__	p__Terrabacteria_group
G001458375	p__	p__Proteobacteria
G001780385	p__	p__Candidatus_Fischerbacteria
G000017405	p__	p__Proteobacteria
G000953855	p__	p__Proteobacteria
G000305495	p__	p__Terrabacteria_group
G000364325	p__	p__Terrabacteria_group
G000218785	p__	p__Proteobacteria
G000960475	p__	p__Terrabacteria_group
G000709715	p__	p__Proteobacteria
G001477055	p__	p__Terrabacteria_group
G001497255	p__	p__Proteobacteria
G001282665	p__	p__Terrabacteria_group
G000999945	p__	p__Candidatus_Peregrinibacteria
G000420645	p__	p__Proteobacteria
G000381765	p__	p__Terrabacteria_group
G000745065	p__	p__Terrabacteria_group
G000772395	p__	p__Proteobacteria
G000519265	p__	p__Proteobacteria
G000184435	p__	p__Terrabacteria_group
G000764075	p__	p__Proteobacteria
G002007865	p__	p__Terrabacteria_group
G001017485	p__	p__Terrabacteria_group
G000373565	p__	p__Terrabacteria_group
G000311765	p__	p__Proteobacteria
G000163555	p__	p__Proteobacteria
G000435715	p__	p__Terrabacteria_group
G001439035	p__	p__Terrabacteria_group
G001457855	p__	p__Terrabacteria_group
G900111105	p__	p__Proteobacteria
G001798625	p__	p__Proteobacteria
G001830975	p__	p__Terrabacteria_group
G000179395	p__	p__Terrabacteria_group
G001627915	p__	p__SAR324_cluster
G000835165	p__	p__Terrabacteria_group
G001295865	p__	p__Proteobacteria
G000687795	p__	p__Terrabacteria_group
G001797845	p__	p__Proteobacteria
G001180065	p__	p__Proteobacteria
G000300235	p__	p__Proteobacteria
G000488195	p__	p__Proteobacteria
G000426385	p__	p__Terrabacteria_group
G000315365	p__	p__Terrabacteria_group
G000306785	p__	p__Terrabacteria_group
G001625425	p__	p__Proteobacteria
G000340795	p__	p__Proteobacteria
G000196615	p__	p__Proteobacteria
